fecha,agente,conversation_id
2025-07-09,openai-agent-pinecone,conv_1752096490626_pz69jnj1r_openai-agent-pinecone
2025-07-09,openai-agent-pinecone,conv_1752096490626_pz69jnj1r_openai-agent-pinecone
2025-07-09,openai-agent-pinecone,conv_1752096647385_s5bs5yflw_openai-agent-pinecone
2025-07-09,openai-agent-pinecone,conv_1752096647385_s5bs5yflw_openai-agent-pinecone
2025-07-09,openai-agent-pinecone,conv_1752096683335_5a9qgufch_openai-agent-pinecone
